Date,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS
10/27/2021,0.227042312,0.251596158,0.185834107,0.249678955
10/28/2021,0.230866928,0.247653453,0.208113292,0.250180157
10/29/2021,0.23749162,0.246514454,0.208044138,0.257487697
11/1/2021,0.231943215,0.254653854,0.20801718,0.262903284
11/2/2021,0.236932568,0.255073354,0.203308067,0.262848538
11/3/2021,0.237981995,0.252498077,0.208447973,0.257702949
11/4/2021,0.236749855,0.253415022,0.206024084,0.257902922
11/8/2021,0.226304658,0.253019895,0.195321829,0.258892433
11/9/2021,0.22718837,0.253062031,0.193455886,0.256556606
11/10/2021,0.224307407,0.25264772,0.190105869,0.245983996
11/11/2021,0.22274992,0.25030959,0.189797759,0.238569549
11/12/2021,0.225455557,0.252762402,0.18683308,0.249751304
11/15/2021,0.225984087,0.254347218,0.187074554,0.247136272
11/16/2021,0.236635823,0.25263122,0.186580146,0.245829051
11/17/2021,0.241367196,0.250613982,0.188803766,0.245773046
11/18/2021,0.232973273,0.246558701,0.188643148,0.245891542
11/22/2021,0.260637925,0.246489977,0.188845894,0.245828627
11/23/2021,0.262059263,0.235907481,0.188947873,0.248137403
11/24/2021,0.234709084,0.231781773,0.189037321,0.252271339
11/25/2021,0.296567046,0.141683408,0.179583209,0.249576441
11/26/2021,0.308521232,0.14037912,0.190220069,0.255292755
11/29/2021,0.309240103,0.149399483,0.190928672,0.252076068
11/30/2021,0.310598514,0.149259373,0.165462239,0.253369531
12/1/2021,0.321456226,0.152031102,0.167650016,0.217653373
12/2/2021,0.320721711,0.161038151,0.170076043,0.219667866
12/3/2021,0.329594875,0.159664529,0.169867952,0.218502438
12/6/2021,0.324055859,0.16984709,0.169467034,0.214637331
12/7/2021,0.325454413,0.171665102,0.176569658,0.209152826
12/8/2021,0.329098156,0.174370281,0.183920696,0.219042445
12/9/2021,0.325192671,0.175589374,0.189232776,0.218879541
12/10/2021,0.323935521,0.177325663,0.188960409,0.215252477
12/13/2021,0.327206155,0.167994602,0.17034963,0.212160014
12/14/2021,0.322085506,0.165997853,0.170120244,0.201572916
12/15/2021,0.321988239,0.160994416,0.163383914,0.197350036
12/16/2021,0.322626283,0.161081809,0.163261118,0.206108675
12/17/2021,0.330640221,0.161028268,0.165071225,0.21946639
12/20/2021,0.337659012,0.16246608,0.184009342,0.223317169
12/21/2021,0.341426735,0.167206756,0.187841668,0.219395197
12/22/2021,0.348512576,0.167886038,0.183623462,0.220007683
12/23/2021,0.346302917,0.167811124,0.182097491,0.224815954
12/24/2021,0.3464737,0.167810805,0.182031534,0.224077068
12/27/2021,0.342554609,0.166335085,0.184006092,0.211918767
12/28/2021,0.345082958,0.165371614,0.185368573,0.213836893
12/29/2021,0.339372721,0.165906966,0.185187289,0.214001559
12/30/2021,0.337760183,0.164600195,0.18430314,0.213674841
12/31/2021,0.337768485,0.158247892,0.187474039,0.213264912
1/3/2022,0.314105954,0.165441609,0.199270878,0.20972698
1/4/2022,0.319471492,0.170309102,0.199965601,0.204726399
1/5/2022,0.316186847,0.170349374,0.210958513,0.211213215
1/6/2022,0.273499603,0.177816489,0.216298389,0.213562311
1/7/2022,0.25746941,0.179318341,0.20446243,0.205532955
1/10/2022,0.255128626,0.175871067,0.204001474,0.211745369
1/11/2022,0.251965637,0.176250951,0.20326246,0.210802003
1/12/2022,0.252879791,0.180838063,0.203612517,0.212366079
1/13/2022,0.252736303,0.176219449,0.207618049,0.207938501
1/14/2022,0.234784762,0.18164766,0.208577686,0.209696934
1/17/2022,0.22640569,0.156572981,0.212821674,0.193463168
1/18/2022,0.229612128,0.157407892,0.209138769,0.197091531
1/19/2022,0.226218251,0.16671543,0.202803777,0.208571153
1/20/2022,0.228521838,0.180328386,0.197284478,0.220969468
1/21/2022,0.228511432,0.178880041,0.198727948,0.229985736
1/24/2022,0.25169505,0.184629611,0.208846238,0.242997728
1/25/2022,0.249226208,0.184565637,0.208291387,0.243784771
1/27/2022,0.252808939,0.204135924,0.209729147,0.252960958
1/28/2022,0.24962031,0.206233415,0.210808947,0.244563029
1/31/2022,0.245429516,0.208852164,0.209130747,0.246471165
2/1/2022,0.231087888,0.21176566,0.185119165,0.252370125
2/2/2022,0.227628634,0.211846875,0.192984035,0.252772496
2/3/2022,0.220839101,0.213642172,0.196298307,0.263459678
2/4/2022,0.222365584,0.212948421,0.196520382,0.257132731
2/7/2022,0.222664875,0.215240497,0.226589277,0.259287129
